t,u,v,raw
8.051,0.0,0.142,0
8.052,0.0,0.142,0
8.055,0.0,0.142,0
8.056,0.0,0.142,0
8.057,0.0,0.142,0
8.067,0.0,0.142,0
8.068,0.0,0.142,0
8.069,0.0,0.142,0
8.07,0.0,0.142,0
8.071,0.0,0.142,0
8.072,0.0,0.142,0
8.073,0.0,0.142,0
8.074,0.0,0.142,0
8.075,0.0,0.142,0
8.076,0.0,0.142,0
8.077,0.0,0.142,0
8.078,0.0,0.142,0
8.089,0.0,0.142,0
8.09,0.0,0.142,0
8.091,0.0,0.142,0
8.092,0.0,0.142,0
8.093,0.0,0.142,0
8.094,0.0,0.142,0
8.095,0.0,0.142,0
8.096,0.0,0.142,0
8.097,0.0,0.142,0
8.098,0.0,0.142,0
8.099,0.0,0.142,0
8.102,0.0,0.142,0
8.104,0.0,0.142,0
8.104,0.0,0.142,0
8.105,0.0,0.142,0
8.115,0.0,0.142,0
8.116,0.0,0.142,0
8.117,0.0,0.142,0
8.118,0.0,0.142,0
8.119,0.0,0.142,0
8.12,0.0,0.142,0
8.121,0.0,0.142,0
8.132,0.0,0.142,0
8.133,0.0,0.142,0
8.134,0.0,0.142,0
8.135,0.0,0.142,0
8.136,0.0,0.142,0
8.137,0.0,0.142,0
8.138,0.0,0.142,0
8.139,0.0,0.142,0
8.14,0.0,0.142,0
8.141,0.0,0.142,0
8.142,0.0,0.142,0
8.143,0.0,0.142,0
8.146,0.0,0.142,0
8.146,0.0,0.142,0
8.154,0.0,0.142,0
8.155,0.0,0.142,0
8.156,0.0,0.142,0
8.157,0.0,0.142,0
8.161,0.0,0.142,0
8.162,0.0,0.142,0
8.163,0.0,0.142,0
8.164,0.0,0.142,0
8.165,0.0,0.142,0
8.166,0.0,0.142,0
8.167,0.0,0.142,0
8.168,0.0,0.142,0
8.169,0.0,0.142,0
8.18,0.0,0.142,0
8.181,0.0,0.142,0
8.182,0.0,0.142,0
8.183,0.0,0.142,0
8.184,0.0,0.142,0
8.187,0.0,0.142,0
8.187,0.0,0.142,0
8.187,0.0,0.142,0
8.189,0.0,0.142,0
8.189,0.0,0.142,0
8.19,0.0,0.142,0
8.191,0.0,0.142,0
8.201,0.0,0.142,0
8.207,0.0,0.142,0
8.208,0.0,0.142,0
8.209,0.0,0.142,0
8.225,0.0,0.142,0
8.226,0.0,0.142,0
8.227,0.0,0.142,0
8.228,0.0,0.142,0
8.23,0.0,0.142,0
8.23,0.0,0.142,0
8.231,0.0,0.142,0
8.232,0.0,0.142,0
8.233,0.0,0.142,0
8.234,0.0,0.142,0
8.235,0.0,0.142,0
8.236,0.0,0.142,0
8.246,0.0,0.142,0
8.247,0.0,0.142,0
8.248,0.0,0.142,0
8.249,0.0,0.142,0
8.25,0.0,0.142,0
8.251,0.0,0.142,0
8.252,0.0,0.142,0
8.253,0.0,0.142,0
8.254,0.0,0.142,0
8.255,0.0,0.142,0
8.256,0.0,0.142,0
8.257,0.0,0.142,0
8.258,0.0,0.142,0
8.259,0.0,0.142,0
8.27,0.0,0.142,0
8.271,0.0,0.142,0
8.275,0.0,0.142,0
8.277,0.0,0.142,0
8.277,0.0,0.142,0
8.279,0.0,0.142,0
8.279,0.0,0.142,0
8.28,0.0,0.142,0
8.284,0.0,0.142,0
8.285,0.0,0.142,0
8.286,0.0,0.142,0
8.287,0.0,0.142,0
8.3,0.0,0.142,0
8.301,0.0,0.142,0
8.302,0.0,0.142,0
8.303,0.0,0.142,0
8.304,0.0,0.142,0
8.305,0.0,0.142,0
8.306,0.0,0.142,0
8.31,0.0,0.142,0
8.311,0.0,0.142,0
8.312,0.0,0.142,0
8.323,0.0,0.142,0
8.324,0.0,0.142,0
8.325,0.0,0.142,0
8.335,0.0,0.142,0
8.336,0.0,0.142,0
8.337,0.0,0.142,0
8.341,0.0,0.142,0
8.342,0.0,0.142,0
8.351,0.0,0.142,0
8.352,0.0,0.142,0
8.353,0.0,0.142,0
8.361,0.0,0.142,0
8.362,0.0,0.142,0
8.363,0.0,0.142,0
8.364,0.0,0.142,0
8.365,0.0,0.142,0
8.367,0.0,0.142,0
8.367,0.0,0.142,0
8.368,0.0,0.142,0
8.372,0.0,0.142,0
8.373,0.0,0.142,0
8.377,0.0,0.142,0
8.378,0.0,0.142,0
8.379,0.0,0.142,0
8.38,0.0,0.142,0
8.381,0.0,0.142,0
8.382,0.0,0.142,0
8.383,0.0,0.142,0
8.387,0.0,0.142,0
8.388,0.0,0.142,0
8.389,0.0,0.142,0
8.39,0.0,0.142,0
8.391,0.0,0.142,0
8.393,0.0,0.142,0
8.393,0.0,0.142,0
8.394,0.0,0.142,0
8.404,0.0,0.142,0
8.405,0.0,0.142,0
8.407,0.0,0.142,0
8.407,0.0,0.142,0
8.408,0.0,0.142,0
8.418,0.0,0.142,0
8.419,0.0,0.142,0
8.42,0.0,0.142,0
8.421,0.0,0.142,0
8.422,0.0,0.142,0
8.43,0.0,0.142,0
8.431,0.0,0.142,0
8.437,0.0,0.142,0
8.438,0.0,0.142,0
8.439,0.0,0.142,0
8.44,0.0,0.142,0
8.441,0.0,0.142,0
8.455,0.0,0.142,0
8.456,0.0,0.142,0
8.457,0.0,0.142,0
8.458,0.0,0.142,0
8.465,0.0,0.142,0
8.466,0.0,0.142,0
8.473,0.0,0.142,0
8.474,0.0,0.142,0
8.477,0.0,0.142,0
8.478,0.0,0.142,0
8.481,0.0,0.142,0
8.482,0.0,0.142,0
8.483,0.0,0.142,0
8.485,0.0,0.142,0
8.485,0.0,0.142,0
8.486,0.0,0.142,0
8.488,0.0,0.142,0
8.488,0.0,0.142,0
8.489,0.0,0.142,0
8.491,0.0,0.142,0
8.491,0.0,0.142,0
8.492,0.0,0.142,0
8.503,0.0,0.142,0
8.504,0.0,0.142,0
8.508,0.0,0.142,0
8.509,0.0,0.142,0
8.52,0.0,0.142,0
8.521,0.0,0.142,0
8.522,0.0,0.142,0
8.524,0.0,0.142,0
8.524,0.0,0.142,0
8.525,0.0,0.142,0
8.526,0.0,0.142,0
8.529,0.0,0.142,0
8.53,0.0,0.142,0
8.533,0.0,0.142,0
8.534,0.0,0.142,0
8.535,0.0,0.142,0
8.536,0.0,0.142,0
8.539,0.0,0.142,0
8.54,0.0,0.142,0
8.543,0.0,0.142,0
8.543,0.0,0.142,0
8.545,0.0,0.142,0
8.545,0.0,0.142,0
8.55,0.0,0.142,0
8.551,0.0,0.142,0
8.552,0.0,0.142,0
8.553,0.0,0.142,0
8.557,0.0,0.142,0
8.558,0.0,0.142,0
8.559,0.0,0.142,0
8.56,0.0,0.142,0
8.561,0.0,0.142,0
8.574,0.0,0.142,0
8.575,0.0,0.142,0
8.576,0.0,0.142,0
8.577,0.0,0.142,0
8.578,0.0,0.142,0
8.579,0.0,0.142,0
8.58,0.0,0.142,0
8.581,0.0,0.142,0
8.582,0.0,0.142,0
8.583,0.0,0.142,0
8.584,0.0,0.142,0
8.585,0.0,0.142,0
8.587,0.0,0.142,0
8.587,0.0,0.142,0
8.598,0.0,0.142,0
8.599,0.0,0.142,0
8.603,0.0,0.142,0
8.604,0.0,0.142,0
8.606,0.0,0.142,0
8.606,0.0,0.142,0
8.607,0.0,0.142,0
8.608,0.0,0.142,0
8.612,0.0,0.142,0
8.613,0.0,0.142,0
8.616,0.0,0.142,0
8.616,0.0,0.142,0
8.616,0.0,0.142,0
8.617,0.0,0.142,0
8.618,0.0,0.142,0
8.619,0.0,0.142,0
8.62,0.0,0.142,0
8.625,0.0,0.142,0
8.626,0.0,0.142,0
8.627,0.0,0.142,0
8.628,0.0,0.142,0
8.629,0.0,0.142,0
8.63,0.0,0.142,0
8.631,0.0,0.142,0
8.635,0.0,0.142,0
8.636,0.0,0.142,0
8.637,0.0,0.142,0
8.638,0.0,0.142,0
8.639,0.0,0.142,0
8.649,0.0,0.142,0
8.65,0.0,0.142,0
8.652,0.0,0.142,0
8.652,0.0,0.142,0
8.653,0.0,0.142,0
8.659,0.0,0.142,0
8.66,0.0,0.142,0
8.661,0.0,0.142,0
8.663,0.0,0.142,0
8.664,0.0,0.142,0
8.664,0.0,0.142,0
8.665,0.0,0.142,0
8.666,0.0,0.142,0
8.667,0.0,0.142,0
8.668,0.0,0.142,0
8.669,0.0,0.142,0
8.67,0.0,0.142,0
8.68,0.0,0.142,0
8.681,0.0,0.142,0
8.682,0.0,0.142,0
8.689,0.0,0.142,0
8.69,0.0,0.142,0
8.691,0.0,0.142,0
8.692,0.0,0.142,0
8.693,0.0,0.142,0
8.703,0.0,0.142,0
8.704,0.0,0.142,0
8.705,0.0,0.142,0
8.706,0.0,0.142,0
8.71,0.0,0.142,0
8.711,0.0,0.142,0
8.712,0.0,0.142,0
8.725,0.0,0.142,0
8.726,0.0,0.142,0
8.727,0.0,0.142,0
8.729,0.0,0.142,0
8.73,0.0,0.142,0
8.73,0.0,0.142,0
8.735,0.0,0.142,0
8.736,0.0,0.142,0
8.737,0.0,0.142,0
8.738,0.0,0.142,0
8.739,0.0,0.142,0
8.74,0.0,0.142,0
8.741,0.0,0.142,0
8.742,0.0,0.142,0
8.743,0.0,0.142,0
8.744,0.0,0.142,0
8.745,0.0,0.142,0
8.749,0.0,0.142,0
8.75,0.0,0.142,0
8.751,0.0,0.142,0
8.752,0.0,0.142,0
8.755,0.0,0.142,0
8.756,0.0,0.142,0
8.765,0.0,0.142,0
8.766,0.0,0.142,0
8.767,0.0,0.142,0
8.768,0.0,0.142,0
8.769,0.0,0.142,0
8.77,0.0,0.142,0
8.774,0.0,0.142,0
8.775,0.0,0.142,0
8.78,0.0,0.142,0
8.781,0.0,0.142,0
8.782,0.0,0.142,0
8.783,0.0,0.142,0
8.784,0.0,0.142,0
8.785,0.0,0.142,0
8.786,0.0,0.142,0
8.787,0.0,0.142,0
8.791,0.0,0.142,0
8.792,0.0,0.142,0
8.793,0.0,0.142,0
8.794,0.0,0.142,0
8.802,0.0,0.142,0
8.803,0.0,0.142,0
8.814,0.0,0.142,0
8.815,0.0,0.142,0
8.816,0.0,0.142,0
8.817,0.0,0.142,0
8.821,0.0,0.142,0
8.822,0.0,0.142,0
8.823,0.0,0.142,0
8.824,0.0,0.142,0
8.825,0.0,0.142,0
8.826,0.0,0.142,0
8.827,0.0,0.142,0
8.828,0.0,0.142,0
8.829,0.0,0.142,0
8.845,0.0,0.142,0
8.846,0.0,0.142,0
8.847,0.0,0.142,0
8.848,0.0,0.142,0
8.849,0.0,0.142,0
8.85,0.0,0.142,0
8.853,0.0,0.142,0
8.853,0.0,0.142,0
8.864,0.0,0.142,0
8.865,0.0,0.142,0
8.866,0.0,0.142,0
8.871,0.0,0.142,0
8.872,0.0,0.142,0
8.874,0.0,0.142,0
8.876,0.0,0.142,0
8.877,0.0,0.142,0
8.878,0.0,0.142,0
8.879,0.0,0.142,0
8.886,0.0,0.142,0
8.887,0.0,0.142,0
8.888,0.0,0.142,0
8.889,0.0,0.142,0
8.89,0.0,0.142,0
8.891,0.0,0.142,0
8.892,0.0,0.142,0
8.893,0.0,0.142,0
8.894,0.0,0.142,0
8.895,0.0,0.142,0
8.896,0.0,0.142,0
8.897,0.0,0.142,0
8.907,0.0,0.142,0
8.913,0.0,0.142,0
8.914,0.0,0.142,0
8.915,0.0,0.142,0
8.916,0.0,0.142,0
8.917,0.0,0.142,0
8.918,0.0,0.142,0
8.92,0.0,0.142,0
8.92,0.0,0.142,0
8.921,0.0,0.142,0
8.922,0.0,0.142,0
8.924,0.0,0.142,0
8.924,0.0,0.142,0
8.925,0.0,0.142,0
8.935,0.0,0.142,0
8.936,0.0,0.142,0
8.938,0.0,0.142,0
8.938,0.0,0.142,0
8.939,0.0,0.142,0
8.94,0.0,0.142,0
8.941,0.0,0.142,0
8.947,0.0,0.142,0
8.948,0.0,0.142,0
8.949,0.0,0.142,0
8.95,0.0,0.142,0
8.951,0.0,0.142,0
8.962,0.0,0.142,0
8.963,0.0,0.142,0
8.964,0.0,0.142,0
8.965,0.0,0.142,0
8.969,0.0,0.142,0
8.97,0.0,0.142,0
8.972,0.0,0.142,0
8.974,0.0,0.142,0
8.974,0.0,0.142,0
8.974,0.0,0.142,0
8.984,0.0,0.142,0
8.985,0.0,0.142,0
8.986,0.0,0.142,0
8.988,0.0,0.142,0
8.988,0.0,0.142,0
8.99,0.0,0.142,0
8.99,0.0,0.142,0
8.991,0.0,0.142,0
8.992,0.0,0.142,0
9.0,0.0,0.142,0
9.001,0.0,0.142,0
9.002,0.0,0.142,0
9.003,0.0,0.142,0
9.004,0.0,0.142,0
9.006,0.0,0.142,0
9.006,0.0,0.142,0
9.021,0.0,0.142,0
9.022,0.0,0.142,0
9.023,0.0,0.142,0
9.025,0.0,0.142,0
9.025,0.0,0.142,0
9.031,0.0,0.142,0
9.032,0.0,0.142,0
9.033,0.0,0.142,0
9.035,0.0,0.142,0
9.035,0.0,0.142,0
9.04,0.0,0.142,0
9.041,0.0,0.142,0
9.042,0.0,0.142,0
9.043,0.0,0.142,0
9.046,0.0,0.142,0
9.046,0.0,0.142,0
9.049,0.0,0.142,0
9.05,0.0,0.142,0
9.051,0.0,0.142,0
9.052,0.0,0.142,0
9.053,0.0,0.142,0
9.054,0.0,0.142,0
9.058,0.0,0.142,0
9.059,0.0,0.142,0
9.06,0.0,0.142,0
9.061,0.0,0.142,0
9.062,0.0,0.142,0
9.063,0.0,0.142,0
9.064,0.0,0.142,0
9.068,0.0,0.142,0
9.069,0.0,0.142,0
9.073,0.0,0.142,0
9.074,0.0,0.142,0
9.076,0.0,0.142,0
9.076,0.0,0.142,0
9.077,0.0,0.142,0
9.078,0.0,0.142,0
9.079,0.0,0.142,0
9.092,0.0,0.142,0
9.093,0.0,0.142,0
9.101,0.0,0.142,0
9.102,0.0,0.142,0
9.103,0.0,0.142,0
9.104,0.0,0.142,0
9.105,0.0,0.142,0
9.106,0.0,0.142,0
9.107,0.0,0.142,0
9.108,0.0,0.142,0
9.11,0.0,0.142,0
9.111,0.0,0.142,0
9.115,0.0,0.142,0
9.116,0.0,0.142,0
9.119,0.0,0.142,0
9.119,0.0,0.142,0
9.12,0.0,0.142,0
9.125,0.0,0.142,0
9.126,0.0,0.142,0
9.127,0.0,0.142,0
9.128,0.0,0.142,0
9.129,0.0,0.142,0
9.13,0.0,0.142,0
9.131,0.0,0.142,0
9.132,0.0,0.142,0
9.133,0.0,0.142,0
9.14,0.0,0.142,0
9.141,0.0,0.142,0
9.144,0.0,0.142,0
9.144,0.0,0.142,0
9.144,0.0,0.142,0
9.145,0.0,0.142,0
9.146,0.0,0.142,0
9.162,0.0,0.142,0
9.163,0.0,0.142,0
9.164,0.0,0.142,0
9.165,0.0,0.142,0
9.166,0.0,0.142,0
9.179,0.0,0.142,0
9.18,0.0,0.142,0
9.182,0.0,0.142,0
9.183,0.0,0.142,0
9.183,0.0,0.142,0
9.184,0.0,0.142,0
9.185,0.0,0.142,0
9.186,0.0,0.142,0
9.19,0.0,0.142,0
9.191,0.0,0.142,0
9.192,0.0,0.142,0
9.2,0.0,0.142,0
9.201,0.0,0.142,0
9.209,0.0,0.142,0
9.21,0.0,0.142,0
9.211,0.0,0.142,0
9.212,0.0,0.142,0
9.213,0.0,0.142,0
9.214,0.0,0.142,0
9.215,0.0,0.142,0
9.216,0.0,0.142,0
9.217,0.0,0.142,0
9.218,0.0,0.142,0
9.219,0.0,0.142,0
9.22,0.0,0.142,0
9.221,0.0,0.142,0
9.222,0.0,0.142,0
9.232,0.0,0.142,0
9.233,0.0,0.142,0
9.24,0.0,0.142,0
9.241,0.0,0.142,0
9.242,0.0,0.142,0
9.243,0.0,0.142,0
9.244,0.0,0.142,0
9.245,0.0,0.142,0
9.246,0.0,0.142,0
9.247,0.0,0.142,0
9.253,0.0,0.142,0
9.254,0.0,0.142,0
9.27,0.0,0.142,0
9.271,0.0,0.142,0
9.272,0.0,0.142,0
9.273,0.0,0.142,0
9.274,0.0,0.142,0
9.275,0.0,0.142,0
9.277,0.0,0.142,0
9.277,0.0,0.142,0
9.279,0.0,0.142,0
9.279,0.0,0.142,0
9.28,0.0,0.142,0
9.281,0.0,0.142,0
9.282,0.0,0.142,0
9.292,0.0,0.142,0
9.293,0.0,0.142,0
9.304,0.0,0.142,0
9.305,0.0,0.142,0
9.306,0.0,0.142,0
9.307,0.0,0.142,0
9.308,0.0,0.142,0
9.309,0.0,0.142,0
9.31,0.0,0.142,0
9.311,0.0,0.142,0
9.315,0.0,0.142,0
9.316,0.0,0.142,0
9.317,0.0,0.142,0
9.325,0.0,0.142,0
9.326,0.0,0.142,0
9.327,0.0,0.142,0
9.328,0.0,0.142,0
9.329,0.0,0.142,0
9.33,0.0,0.142,0
9.331,0.0,0.142,0
9.332,0.0,0.142,0
9.333,0.0,0.142,0
9.334,0.0,0.142,0
9.335,0.0,0.142,0
9.336,0.0,0.142,0
9.346,0.0,0.142,0
9.347,0.0,0.142,0
9.348,0.0,0.142,0
9.349,0.0,0.142,0
9.35,0.0,0.142,0
9.351,0.0,0.142,0
9.352,0.0,0.142,0
9.353,0.0,0.142,0
9.354,0.0,0.142,0
9.355,0.0,0.142,0
9.356,0.0,0.142,0
9.357,0.0,0.142,0
9.358,0.0,0.142,0
9.369,0.0,0.142,0
9.37,0.0,0.142,0
9.371,0.0,0.142,0
9.372,0.0,0.142,0
9.373,0.0,0.142,0
9.382,0.0,0.142,0
9.383,0.0,0.142,0
9.385,0.0,0.142,0
9.385,0.0,0.142,0
9.386,0.0,0.142,0
9.387,0.0,0.142,0
9.388,0.0,0.142,0
9.396,0.0,0.142,0
9.397,0.0,0.142,0
9.398,0.0,0.142,0
9.399,0.0,0.142,0
9.4,0.0,0.142,0
9.403,0.0,0.142,0
9.403,0.0,0.142,0
9.407,0.0,0.142,0
9.408,0.0,0.142,0
9.41,0.0,0.142,0
9.41,0.0,0.142,0
9.411,0.0,0.142,0
9.412,0.0,0.142,0
9.413,0.0,0.142,0
9.414,0.0,0.142,0
9.415,0.0,0.142,0
9.42,0.0,0.142,0
9.421,0.0,0.142,0
9.422,0.0,0.142,0
9.436,0.0,0.142,0
9.437,0.0,0.142,0
9.44,0.0,0.142,0
9.441,0.0,0.142,0
9.442,0.0,0.142,0
9.443,0.0,0.142,0
9.444,0.0,0.142,0
9.445,0.0,0.142,0
9.451,0.0,0.142,0
9.452,0.0,0.142,0
9.456,0.0,0.142,0
9.457,0.0,0.142,0
9.458,0.0,0.142,0
9.459,0.0,0.142,0
9.463,0.0,0.142,0
9.464,0.0,0.142,0
9.465,0.0,0.142,0
9.466,0.0,0.142,0
9.467,0.0,0.142,0
9.468,0.0,0.142,0
9.469,0.0,0.142,0
9.47,0.0,0.142,0
9.471,0.0,0.142,0
9.482,0.0,0.142,0
9.483,0.0,0.142,0
9.484,0.0,0.142,0
9.485,0.0,0.142,0
9.486,0.0,0.142,0
9.489,0.0,0.142,0
9.49,0.0,0.142,0
9.491,0.0,0.142,0
9.492,0.0,0.142,0
9.493,0.0,0.142,0
9.494,0.0,0.142,0
9.495,0.0,0.142,0
9.497,0.0,0.142,0
9.497,0.0,0.142,0
9.498,0.0,0.142,0
9.499,0.0,0.142,0
9.509,0.0,0.142,0
9.51,0.0,0.142,0
9.511,0.0,0.142,0
9.512,0.0,0.142,0
9.513,0.0,0.142,0
9.514,0.0,0.142,0
9.515,0.0,0.142,0
9.516,0.0,0.142,0
9.517,0.0,0.142,0
9.518,0.0,0.142,0
9.519,0.0,0.142,0
9.52,0.0,0.142,0
9.531,0.0,0.142,0
9.532,0.0,0.142,0
9.533,0.0,0.142,0
9.534,0.0,0.142,0
9.535,0.0,0.142,0
9.548,0.0,0.142,0
9.549,0.0,0.142,0
9.55,0.0,0.142,0
9.556,0.0,0.142,0
9.557,0.0,0.142,0
9.558,0.0,0.142,0
9.56,0.0,0.142,0
9.56,0.0,0.142,0
9.565,0.0,0.142,0
9.566,0.0,0.142,0
9.567,0.0,0.142,0
9.568,0.0,0.142,0
9.569,0.0,0.142,0
9.57,0.0,0.142,0
9.571,0.0,0.142,0
9.572,0.0,0.142,0
9.573,0.0,0.142,0
9.576,0.0,0.142,0
9.577,0.0,0.142,0
9.578,0.0,0.142,0
9.579,0.0,0.142,0
9.58,0.0,0.142,0
9.581,0.0,0.142,0
9.59,0.0,0.142,0
9.591,0.0,0.142,0
9.592,0.0,0.142,0
9.593,0.0,0.142,0
9.594,0.0,0.142,0
9.595,0.0,0.142,0
9.596,0.0,0.142,0
9.606,0.0,0.142,0
9.607,0.0,0.142,0
9.608,0.0,0.142,0
9.609,0.0,0.142,0
9.61,0.0,0.142,0
9.611,0.0,0.142,0
9.612,0.0,0.142,0
9.614,0.0,0.142,0
9.614,0.0,0.142,0
9.616,0.0,0.142,0
9.616,0.0,0.142,0
9.617,0.0,0.142,0
9.627,0.0,0.142,0
9.628,0.0,0.142,0
9.633,0.0,0.142,0
9.634,0.0,0.142,0
9.635,0.0,0.142,0
9.636,0.0,0.142,0
9.637,0.0,0.142,0
9.639,0.0,0.142,0
9.639,0.0,0.142,0
9.64,0.0,0.142,0
9.641,0.0,0.142,0
9.646,0.0,0.142,0
9.647,0.0,0.142,0
9.648,0.0,0.142,0
9.649,0.0,0.142,0
9.652,0.0,0.142,0
9.653,0.0,0.142,0
9.654,0.0,0.142,0
9.655,0.0,0.142,0
9.656,0.0,0.142,0
9.657,0.0,0.142,0
9.658,0.0,0.142,0
9.659,0.0,0.142,0
9.67,0.0,0.142,0
9.671,0.0,0.142,0
9.675,0.0,0.142,0
9.676,0.0,0.142,0
9.677,0.0,0.142,0
9.681,0.0,0.142,0
9.682,0.0,0.142,0
9.684,0.0,0.142,0
9.684,0.0,0.142,0
9.686,0.0,0.142,0
9.686,0.0,0.142,0
9.687,0.0,0.142,0
9.688,0.0,0.142,0
9.692,0.0,0.142,0
9.693,0.0,0.142,0
9.694,0.0,0.142,0
9.695,0.0,0.142,0
9.696,0.0,0.142,0
9.697,0.0,0.142,0
9.709,0.0,0.142,0
9.71,0.0,0.142,0
9.714,0.0,0.142,0
9.715,0.0,0.142,0
9.718,0.0,0.142,0
9.719,0.0,0.142,0
9.724,0.0,0.142,0
9.725,0.0,0.142,0
9.728,0.0,0.142,0
9.728,0.0,0.142,0
9.728,0.0,0.142,0
9.741,0.0,0.142,0
9.742,0.0,0.142,0
9.743,0.0,0.142,0
9.744,0.0,0.142,0
9.745,0.0,0.142,0
9.746,0.0,0.142,0
9.758,0.0,0.142,0
9.759,0.0,0.142,0
9.76,0.0,0.142,0
9.77,0.0,0.142,0
9.771,0.0,0.142,0
9.772,0.0,0.142,0
9.773,0.0,0.142,0
9.777,0.0,0.142,0
9.778,0.0,0.142,0
9.779,0.0,0.142,0
9.78,0.0,0.142,0
9.781,0.0,0.142,0
9.795,0.0,0.142,0
9.796,0.0,0.142,0
9.797,0.0,0.142,0
9.798,0.0,0.142,0
9.799,0.0,0.142,0
9.8,0.0,0.142,0
9.801,0.0,0.142,0
9.802,0.0,0.142,0
9.803,0.0,0.142,0
9.804,0.0,0.142,0
9.805,0.0,0.142,0
9.806,0.0,0.142,0
9.816,0.0,0.142,0
9.829,0.0,0.142,0
9.83,0.0,0.142,0
9.833,0.0,0.142,0
9.833,0.0,0.142,0
9.842,0.0,0.142,0
9.843,0.0,0.142,0
9.845,0.0,0.142,0
9.846,0.0,0.142,0
9.847,0.0,0.142,0
9.847,0.0,0.142,0
9.848,0.0,0.142,0
9.849,0.0,0.142,0
9.85,0.0,0.142,0
9.851,0.0,0.142,0
9.852,0.0,0.142,0
9.854,0.0,0.142,0
9.855,0.0,0.142,0
9.865,0.0,0.142,0
9.866,0.0,0.142,0
9.868,0.0,0.142,0
9.869,0.0,0.142,0
9.869,0.0,0.142,0
9.87,0.0,0.142,0
9.872,0.0,0.142,0
9.874,0.0,0.142,0
9.874,0.0,0.142,0
9.874,0.0,0.142,0
9.875,0.0,0.142,0
9.88,0.0,0.142,0
9.881,0.0,0.142,0
9.882,0.0,0.142,0
9.883,0.0,0.142,0
9.884,0.0,0.142,0
9.885,0.0,0.142,0
9.886,0.0,0.142,0
9.896,0.0,0.142,0
9.897,0.0,0.142,0
9.898,0.0,0.142,0
9.904,0.0,0.142,0
9.905,0.0,0.142,0
9.907,0.0,0.142,0
9.907,0.0,0.142,0
9.908,0.0,0.142,0
9.909,0.0,0.142,0
9.91,0.0,0.142,0
9.913,0.0,0.142,0
9.913,0.0,0.142,0
9.913,0.0,0.142,0
9.914,0.0,0.142,0
9.915,0.0,0.142,0
9.916,0.0,0.142,0
9.926,0.0,0.142,0
9.927,0.0,0.142,0
9.928,0.0,0.142,0
9.941,0.0,0.142,0
9.942,0.0,0.142,0
9.946,0.0,0.142,0
9.947,0.0,0.142,0
9.948,0.0,0.142,0
9.951,0.0,0.142,0
9.952,0.0,0.142,0
9.954,0.0,0.142,0
9.954,0.0,0.142,0
9.955,0.0,0.142,0
9.956,0.0,0.142,0
9.957,0.0,0.142,0
9.961,0.0,0.142,0
9.962,0.0,0.142,0
9.966,0.0,0.142,0
9.968,0.0,0.142,0
9.968,0.0,0.142,0
9.969,0.0,0.142,0
9.971,0.0,0.142,0
9.971,0.0,0.142,0
9.974,0.0,0.142,0
9.974,0.0,0.142,0
9.975,0.0,0.142,0
9.975,0.0,0.142,0
9.977,0.0,0.142,0
9.977,0.0,0.142,0
9.998,0.0,0.142,0
9.999,0.0,0.142,0
10.0,0.0,0.142,0
